GroupId,MakersId,percentage
2,15,0.027824889178536
2,16,0.392596536980059
2,17,0.2891630525914845
2,21,0.8088005970326682
2,22,0.48294146168667007
2,30,0.6264548718894947
2,37,0.7630421029316833
2,116,0.0650170111063417
2,117,0.3575086930656549
2,129,0.6974322478142065
2,132,0.0179119936019372
2,136,0.41063902661809065
2,145,0.0438433826618597
2,159,0.0330173161960289
2,165,0.7371247369411172
2,170,0.2647345044481407
2,179,0.2929535179085188
2,180,0.3156102090182976
2,184,0.6327319066877024
2,187,0.2565515681395616
2,191,0.0
2,198,0.3416448332886135
2,199,0.2323842843592133
2,202,0.3411256850689472
2,206,0.6640360971730351
2,210,0.56860327015117
2,211,0.6735775413966665
2,212,0.26630066427867716
2,213,0.14800053964425341
2,219,0.35554118853276473
2,220,0.3257095822060942
2,227,0.2687400407568987
2,228,0.4012808120439946
2,230,0.2032831133722173
2,231,0.2614092587967687
2,237,0.3195856543002593
2,238,0.4317617092403101
2,240,0.36678079393770435
2,244,0.0462845353545824
2,245,0.1990856411709222
2,247,0.7736160234599433
2,249,0.35284467580697226
2,250,0.0763309564689662
2,251,0.09029551033576211
2,252,0.07133224875826259
2,253,0.1131799177399534
2,254,0.07527173439640429
2,257,0.0654562934854345
3,15,0.0855874272314632
3,16,0.3015077853525528
3,17,0.40274905846762304
3,21,0.7961646238273372
3,22,0.8216307370437493
3,30,0.7656301828502218
3,37,1.0466786623564641
3,116,0.189132450546536
3,117,0.2173964889939612
3,129,0.8406615369348492
3,132,0.0518393061166333
3,136,0.6361243526799015
3,145,0.0961946463862217
3,159,0.0685618566381494
3,165,0.5424230606628047
3,170,0.36348290813443196
3,179,0.29072142100270015
3,180,0.45027850889571114
3,184,0.7792985926231759
3,187,0.4029055104460298
3,191,0.0
3,198,0.6652727017218545
3,199,0.41823036488730325
3,202,0.43093768258596843
3,206,0.8187805744692906
3,210,0.6490483768742111
3,211,0.2189692874783745
3,212,0.42429645720241416
3,213,0.1739090337137284
3,219,0.2811580692792742
3,220,0.277329901033141
3,227,0.39149820477624553
3,228,0.4853345424199607
3,230,0.1847426123278782
3,231,0.23565466791280898
3,237,0.6231268415131913
3,238,0.4053245338904628
3,240,0.45557796299224457
3,244,0.1251536725501489
3,245,0.2323973014967187
3,247,0.8175169167067016
3,249,0.5848543461981708
3,250,0.17812190001761652
3,251,0.1726931370001965
3,252,0.0606180836795772
3,253,0.2686933015805191
3,254,0.22942334788287772
3,257,0.2491433296224378
8,15,0.044828134715222
