GroupId,MakersId,percentage
2,15,0.024416975967781807
2,16,0.06701065921780125
2,17,0.05747364018535561
2,21,0.06592226423707927
2,22,0.06503565836839932
2,30,0.0768128690743441
2,37,0.08511962472564644
2,116,0.026684726113189686
2,117,0.049170631386988226
2,129,0.08341798209371834
2,132,0.016078238127881696
2,136,0.06806540118952377
2,145,0.03203970113394329
2,159,0.03233987157045471
2,165,0.06310805186030546
2,170,0.04472733827036401
2,179,0.05307413357550643
2,180,0.06097221408678036
2,184,0.08247448041880612
2,187,0.04168434466157004
2,191,0.0
2,198,0.06512516189677747
2,199,0.04408835674925847
2,202,0.05121562155187223
2,206,0.08040847352681119
2,210,0.08100808118593898
2,211,0.056641050626776074
2,212,0.059390692626372046
2,213,0.04967417618241254
2,219,0.03347451909464338
2,220,0.0473560321489102
2,227,0.04289134890769501
2,228,0.06925447005394963
2,230,0.05699677774704452
2,231,0.07405161562380097
2,237,0.07412461299706857
2,238,0.06085646134937027
2,240,0.06312480489421668
2,244,0.027759489810702597
2,245,0.042422764440933305
2,247,0.08150299579919504
2,249,0.06620087053802506
2,250,0.02597761541492634
2,251,0.04334010512049496
2,252,0.029484745834271114
2,253,0.033370397783525234
2,254,0.06709791465162952
2,257,0.02478713006358738
3,15,0.04290753544029162
3,16,0.11437580166828065
3,17,0.09836222824854252
3,21,0.11239972247770338
3,22,0.11202375654018286
3,30,0.12837265101819156
3,37,0.14214993512841187
3,116,0.0454178268484997
3,117,0.087105278024934
3,129,0.13770723149373934
3,132,0.02822366448664906
3,136,0.11824410911808667
3,145,0.054162570190700615
3,159,0.056463636447168876
3,165,0.10588064189962666
3,170,0.07751136495337112
3,179,0.09399111289060627
3,180,0.1018237098914642
3,184,0.1301506870153426
3,187,0.07067905990312798
3,191,0.0
3,198,0.1090743558650667
3,199,0.075444636951116
3,202,0.0868079509247433
3,206,0.13276717040424396
3,210,0.13392430468641145
3,211,0.09930781457535547
3,212,0.09871368952237664
3,213,0.08252626544598377
3,219,0.05586465192262573
3,220,0.08258003156995934
3,227,0.0731862723827362
3,228,0.11464626359162361
3,230,0.10102053115313703
3,231,0.1294128234187762
3,237,0.12689954815087495
3,238,0.10111070434352766
3,240,0.10610842281444506
3,244,0.046600640008244855
3,245,0.07414688793471967
3,247,0.1432850594547662
3,249,0.11314449436736829
3,250,0.04490715639415758
3,251,0.0762435230793375
3,252,0.04936614842389268
3,253,0.05620006080528702
3,254,0.11541420541176892
3,257,0.04261387458654365
8,15,0.036809717339498026
8,16,0.10010601745794466
8,17,0.08482879483423336
8,21,0.09921482037053282
8,22,0.0972676966173432
8,30,0.11255478423768951
8,37,0.12574609049853863
8,116,0.038645552729350933
8,117,0.07479110377896317
8,129,0.12134110015872579
8,132,0.02410493546534443
8,136,0.1019597976475723
8,145,0.04678137638280547
8,159,0.04822984327541127
8,165,0.0934168424350775
8,170,0.0668442081457481
8,179,0.0806001058697962
8,180,0.08844266905210446
8,184,0.11539870373983409
8,187,0.061792362037620625
8,191,0.0
8,198,0.09534847176040125
8,199,0.0653247297460856
8,202,0.07573419760644826
8,206,0.11700912481042701
8,210,0.11785372636967421
8,211,0.08532490094589908
8,212,0.0861476106040987
8,213,0.07152568590829451
8,219,0.04844595524513617
8,220,0.07029032481927135
8,227,0.0632715307818704
8,228,0.1000531366425608
8,230,0.08656830336441074
8,231,0.11190583060534907
8,237,0.11038403053451736
8,238,0.08975577040645967
8,240,0.0930756617892991
8,244,0.04046025992809644
8,245,0.06255456354862791
8,247,0.12418515843824601
8,249,0.09882189412486651
8,250,0.03886605531095747
8,251,0.06562883904623475
8,252,0.04265532468572594
8,253,0.04861217460729791
8,254,0.09870664162768258
8,257,0.03660948653877885
47,15,0.08664735863542455
47,16,0.23590070381760597
47,17,0.20352856278355813
47,21,0.23119296682759738
47,22,0.24027801769284102
47,30,0.26712444128516394
47,37,0.285436809158478
47,116,0.1016152533583152
47,117,0.17410787211466225
47,129,0.28703193255996967
47,132,0.05856625991754043
47,136,0.24390708865263525
47,145,0.11700527355648004
47,159,0.11910236381239943
47,165,0.21151344848748965
47,170,0.16423839138722973
47,179,0.19768096800320423
47,180,0.2162498833529113
47,184,0.26427562651821435
